transaction_id,date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_pct,province,cma_population_2021,days_since_purchase,revenue
TXN00034,2024-08-04,CUST0106,Noise-Cancelling Headphones,158.93,1,SAVE15,Montreal,15,Quebec,4291732,148,135.09
TXN00035,2024-07-25,CUST0087,Wireless Mouse,31.79,1,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,158,31.79
TXN00036,2024-10-01,CUST0115,Laptop Stand,43.85,2,,Winnipeg,0,Manitoba,834678,90,87.7
TXN00037,2024-02-08,CUST0114,Laptop Stand,50.16,5,,Toronto,0,Ontario,6202225,326,250.8
TXN00038,2024-01-08,CUST0024,Fitness Tracker,91.98,2,,Quebec City,0,Quebec,839311,357,183.96
TXN00039,2024-09-03,CUST0055,Smartphone Case,25.75,1,,Quebec City,0,Quebec,839311,118,25.75
TXN00040,2024-07-18,CUST0068,Wireless Mouse,32.55,4,,Quebec City,0,Quebec,839311,165,130.2
TXN00041,2024-12-04,CUST0125,Fitness Tracker,78.9,3,,Toronto,0,Ontario,6202225,26,236.7
TXN00042,2024-10-04,CUST0016,Desk Lamp,41.93,1,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,87,41.93
TXN00043,2024-09-14,CUST0136,Smartphone Case,22.36,5,,Vancouver,0,British Columbia,2642825,107,111.8
TXN00044,2024-10-31,CUST0018,Mechanical Keyboard,93.14,2,SAVE5,Montreal,5,Quebec,4291732,60,176.97
TXN00046,2024-10-16,CUST0134,Desk Lamp,38.48,3,,Edmonton,0,Alberta,1418118,75,115.44
TXN00047,2024-05-15,CUST0102,Laptop Stand,43.76,3,SAVE5,Edmonton,5,Alberta,1418118,229,124.72
TXN00048,2024-01-05,CUST0118,Mechanical Keyboard,92.17,5,,Montreal,0,Quebec,4291732,360,460.85
TXN00049,2024-04-19,CUST0130,Fitness Tracker,80.77,3,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,255,242.31
TXN00050,2024-05-25,CUST0041,Noise-Cancelling Headphones,158.01,5,SAVE15,Calgary,15,Alberta,1481806,219,671.54
TXN00051,2024-11-30,CUST0136,Desk Lamp,36.02,5,,Montreal,0,Quebec,4291732,30,180.1
TXN00052,2024-05-15,CUST0030,USB-C Hub,58.75,5,,Calgary,0,Alberta,1481806,229,293.75
TXN00053,2024-11-05,CUST0054,Webcam,75.13,2,SAVE15,Calgary,15,Alberta,1481806,55,127.72
TXN00054,2024-09-07,CUST0065,Fitness Tracker,91.62,1,,Quebec City,0,Quebec,839311,114,91.62
TXN00055,2024-01-23,CUST0001,Webcam,69.6,2,SAVE15,Calgary,15,Alberta,1481806,342,118.32
TXN00056,2024-08-14,CUST0142,USB-C Hub,56.74,5,,Montreal,0,Quebec,4291732,138,283.7
TXN00057,2024-12-19,CUST0039,Mechanical Keyboard,90.81,3,SAVE10,Hamilton,10,Ontario,785184,11,245.19
TXN00058,2024-08-08,CUST0033,USB-C Hub,49.51,3,WELCOME20,Toronto,20,Ontario,6202225,144,118.82
TXN00059,2024-04-17,CUST0175,Noise-Cancelling Headphones,151.98,1,,Hamilton,0,Ontario,785184,257,151.98
TXN00060,2024-11-13,CUST0040,Portable SSD,129.68,2,WELCOME20,Vancouver,20,British Columbia,2642825,47,207.49
TXN00061,2024-07-30,CUST0007,USB-C Hub,51.01,3,WELCOME20,Quebec City,20,Quebec,839311,153,122.42
TXN00062,2024-05-16,CUST0041,Laptop Stand,49.97,1,SAVE5,Toronto,5,Ontario,6202225,228,47.47
TXN00063,2024-04-23,CUST0052,Smartphone Case,25.52,4,,Calgary,0,Alberta,1481806,251,102.08
TXN00064,2024-04-24,CUST0007,Laptop Stand,48.76,4,,Calgary,0,Alberta,1481806,250,195.04
TXN00065,2024-05-22,CUST0090,Mechanical Keyboard,92.54,4,SAVE15,Hamilton,15,Ontario,785184,222,314.64
TXN00066,2024-01-15,CUST0030,Noise-Cancelling Headphones,172.05,3,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,350,516.15
TXN00067,2024-01-20,CUST0028,Webcam,73.39,3,SAVE15,Edmonton,15,Alberta,1418118,345,187.14
TXN00068,2024-11-06,CUST0131,Portable SSD,110.31,5,,Calgary,0,Alberta,1481806,54,551.55
TXN00069,2024-12-28,CUST0112,Wireless Mouse,27.0,5,SAVE15,Ottawa-Gatineau,15,Ontario/Quebec,1488307,2,114.75
TXN00070,2024-08-08,CUST0018,Noise-Cancelling Headphones,174.35,3,SAVE10,Edmonton,10,Alberta,1418118,144,470.74
TXN00071,2024-06-02,CUST0130,Mechanical Keyboard,86.56,4,,Quebec City,0,Quebec,839311,211,346.24
TXN00072,2024-10-10,CUST0033,Webcam,67.56,4,SAVE15,Vancouver,15,British Columbia,2642825,81,229.7
TXN00073,2024-10-18,CUST0078,Desk Lamp,39.2,1,,Calgary,0,Alberta,1481806,73,39.2
TXN00074,2024-08-08,CUST0149,Laptop Stand,48.26,3,SAVE5,Toronto,5,Ontario,6202225,144,137.54
TXN00075,2024-12-11,CUST0055,Smartphone Case,24.05,2,SAVE15,Montreal,15,Quebec,4291732,19,40.88
TXN00076,2024-09-20,CUST0170,Webcam,73.91,3,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,101,221.73
TXN00077,2024-04-25,CUST0051,Webcam,66.92,1,,Winnipeg,0,Manitoba,834678,249,66.92
TXN00078,2024-02-07,CUST0117,Desk Lamp,39.27,5,,Quebec City,0,Quebec,839311,327,196.35
TXN00079,2024-07-23,CUST0063,Smartphone Case,22.31,1,WELCOME20,Montreal,20,Quebec,4291732,160,17.85
TXN00080,2024-04-22,CUST0046,Portable SSD,126.77,5,SAVE5,Toronto,5,Ontario,6202225,252,602.16
TXN00081,2024-05-07,CUST0032,Fitness Tracker,84.01,4,SAVE15,Hamilton,15,Ontario,785184,237,285.63
TXN00082,2024-10-31,CUST0082,Fitness Tracker,92.38,4,SAVE10,Hamilton,10,Ontario,785184,60,332.57
TXN00083,2024-10-07,CUST0115,Portable SSD,128.99,4,SAVE5,Calgary,5,Alberta,1481806,84,490.16
TXN00084,2024-11-22,CUST0071,Laptop Stand,49.76,5,SAVE5,Ottawa-Gatineau,5,Ontario/Quebec,1488307,38,236.36
TXN00085,2024-08-13,CUST0020,Webcam,75.08,2,,Edmonton,0,Alberta,1418118,139,150.16
TXN00086,2024-10-03,CUST0021,Noise-Cancelling Headphones,148.42,2,SAVE5,Vancouver,5,British Columbia,2642825,88,282.0
TXN00087,2024-02-02,CUST0107,Laptop Stand,46.38,5,SAVE5,Quebec City,5,Quebec,839311,332,220.3
TXN00088,2024-04-15,CUST0108,Wireless Mouse,29.33,5,SAVE15,Toronto,15,Ontario,6202225,259,124.65
TXN00089,2024-07-13,CUST0123,Desk Lamp,36.0,3,,Quebec City,0,Quebec,839311,170,108.0
TXN00090,2024-10-02,CUST0140,Portable SSD,126.67,2,SAVE5,Ottawa-Gatineau,5,Ontario/Quebec,1488307,89,240.67
TXN00091,2024-08-11,CUST0125,Webcam,65.22,3,SAVE15,Quebec City,15,Quebec,839311,141,166.31
TXN00092,2024-08-27,CUST0033,Webcam,59.74,5,,Quebec City,0,Quebec,839311,125,298.7
TXN00093,2024-10-15,CUST0170,Desk Lamp,36.17,4,,Winnipeg,0,Manitoba,834678,76,144.68
TXN00094,2024-01-26,CUST0067,USB-C Hub,53.18,2,SAVE5,Edmonton,5,Alberta,1418118,339,101.04
TXN00095,2024-07-13,CUST0072,Noise-Cancelling Headphones,168.05,4,,Montreal,0,Quebec,4291732,170,672.2
TXN00096,2024-01-10,CUST0139,Smartphone Case,21.85,3,,Montreal,0,Quebec,4291732,355,65.55
TXN00097,2024-01-16,CUST0064,Wireless Mouse,28.19,1,SAVE10,Vancouver,10,British Columbia,2642825,349,25.37
TXN00098,2024-03-05,CUST0122,Laptop Stand,48.85,5,,Winnipeg,0,Manitoba,834678,300,244.25
TXN00099,2024-07-07,CUST0043,Webcam,73.52,1,WELCOME20,Vancouver,20,British Columbia,2642825,176,58.82
TXN00100,2024-02-25,CUST0149,Webcam,65.17,3,SAVE10,Quebec City,10,Quebec,839311,309,175.96
TXN00101,2024-04-11,CUST0020,Portable SSD,121.7,2,,Calgary,0,Alberta,1481806,263,243.4
TXN00102,2024-03-02,CUST0145,Desk Lamp,42.21,3,SAVE10,Quebec City,10,Quebec,839311,303,113.97
TXN00103,2024-02-05,CUST0130,Noise-Cancelling Headphones,164.71,1,WELCOME20,Quebec City,20,Quebec,839311,329,131.77
TXN00104,2024-02-24,CUST0111,Smartphone Case,26.21,4,SAVE15,Vancouver,15,British Columbia,2642825,310,89.11
TXN00105,2024-03-31,CUST0134,Portable SSD,130.62,3,SAVE10,Hamilton,10,Ontario,785184,274,352.67
TXN00106,2024-08-26,CUST0112,Smartphone Case,25.56,5,,Edmonton,0,Alberta,1418118,126,127.8
TXN00107,2024-02-14,CUST0072,Laptop Stand,50.86,2,WELCOME20,Winnipeg,20,Manitoba,834678,320,81.38
TXN00108,2024-11-08,CUST0172,Desk Lamp,38.98,1,SAVE5,Edmonton,5,Alberta,1418118,52,37.03
TXN00109,2024-09-06,CUST0055,USB-C Hub,52.92,3,,Calgary,0,Alberta,1481806,115,158.76
TXN00110,2024-12-25,CUST0071,Desk Lamp,40.4,5,,Montreal,0,Quebec,4291732,5,202.0
TXN00111,2024-07-27,CUST0126,Laptop Stand,47.77,2,SAVE15,Winnipeg,15,Manitoba,834678,156,81.21
TXN00112,2024-08-17,CUST0005,Smartphone Case,22.05,2,SAVE5,Ottawa-Gatineau,5,Ontario/Quebec,1488307,135,41.9
TXN00113,2024-12-05,CUST0149,Webcam,70.11,5,SAVE10,Edmonton,10,Alberta,1418118,25,315.5
TXN00114,2024-10-08,CUST0085,Portable SSD,115.96,4,,Calgary,0,Alberta,1481806,83,463.84
TXN00115,2024-04-28,CUST0031,Webcam,75.19,3,,Hamilton,0,Ontario,785184,246,225.57
TXN00116,2024-04-08,CUST0056,USB-C Hub,57.1,3,SAVE15,Kitchener-Cambridge-Waterloo,15,Ontario,575847,266,145.61
TXN00117,2024-11-01,CUST0073,Fitness Tracker,92.89,2,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,59,185.78
TXN00118,2024-04-01,CUST0078,Noise-Cancelling Headphones,144.44,5,,Calgary,0,Alberta,1481806,273,722.2
TXN00119,2024-01-28,CUST0142,Wireless Mouse,28.74,2,SAVE15,Winnipeg,15,Manitoba,834678,337,48.86
TXN00120,2024-01-07,CUST0147,Mechanical Keyboard,86.11,4,SAVE5,Edmonton,5,Alberta,1418118,358,327.22
TXN00122,2024-09-08,CUST0019,Portable SSD,121.34,1,,Vancouver,0,British Columbia,2642825,113,121.34
TXN00123,2024-06-04,CUST0022,Desk Lamp,43.9,1,SAVE10,Quebec City,10,Quebec,839311,209,39.51
TXN00124,2024-11-01,CUST0159,Desk Lamp,37.76,5,SAVE5,Winnipeg,5,Manitoba,834678,59,179.36
TXN00125,2024-06-01,CUST0151,Smartphone Case,26.35,3,SAVE10,Kitchener-Cambridge-Waterloo,10,Ontario,575847,212,71.15
TXN00126,2024-11-08,CUST0026,Wireless Mouse,32.67,2,SAVE15,Ottawa-Gatineau,15,Ontario/Quebec,1488307,52,55.54
TXN00127,2024-12-04,CUST0021,Webcam,67.06,2,SAVE10,Montreal,10,Quebec,4291732,26,120.71
TXN00128,2024-01-02,CUST0105,USB-C Hub,53.96,5,SAVE5,Calgary,5,Alberta,1481806,363,256.31
TXN00129,2024-04-28,CUST0074,Wireless Mouse,31.23,4,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,246,124.92
TXN00130,2024-11-16,CUST0151,Webcam,74.32,2,SAVE5,Montreal,5,Quebec,4291732,44,141.21
TXN00131,2024-04-25,CUST0166,Fitness Tracker,78.8,3,WELCOME20,Vancouver,20,British Columbia,2642825,249,189.12
TXN00132,2024-01-31,CUST0043,Mechanical Keyboard,95.26,5,SAVE15,Kitchener-Cambridge-Waterloo,15,Ontario,575847,334,404.86
TXN00133,2024-08-12,CUST0032,Webcam,71.55,3,SAVE15,Quebec City,15,Quebec,839311,140,182.45
TXN00134,2024-09-13,CUST0139,Webcam,71.91,1,SAVE10,Toronto,10,Ontario,6202225,108,64.72
TXN00135,2024-06-14,CUST0155,Portable SSD,113.53,1,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,199,113.53
TXN00136,2024-01-11,CUST0173,Desk Lamp,42.52,5,,Vancouver,0,British Columbia,2642825,354,212.6
TXN00137,2024-09-22,CUST0167,Smartphone Case,23.72,3,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,99,71.16
TXN00138,2024-11-21,CUST0126,Portable SSD,130.71,4,,Quebec City,0,Quebec,839311,39,522.84
TXN00139,2024-06-13,CUST0172,Noise-Cancelling Headphones,147.34,2,,Quebec City,0,Quebec,839311,200,294.68
TXN00140,2024-05-27,CUST0170,Smartphone Case,26.14,5,,Winnipeg,0,Manitoba,834678,217,130.7
TXN00141,2024-06-10,CUST0065,Mechanical Keyboard,86.81,4,WELCOME20,Hamilton,20,Ontario,785184,203,277.79
TXN00142,2024-12-02,CUST0139,Wireless Mouse,29.76,1,,Hamilton,0,Ontario,785184,28,29.76
TXN00143,2024-11-14,CUST0128,Noise-Cancelling Headphones,164.0,1,,Calgary,0,Alberta,1481806,46,164.0
TXN00144,2024-03-08,CUST0074,Fitness Tracker,83.7,4,,Toronto,0,Ontario,6202225,297,334.8
TXN00145,2024-05-02,CUST0041,Desk Lamp,38.44,1,SAVE10,Quebec City,10,Quebec,839311,242,34.6
TXN00146,2024-04-25,CUST0030,Mechanical Keyboard,89.3,1,SAVE15,Vancouver,15,British Columbia,2642825,249,75.9
TXN00147,2024-05-29,CUST0131,Smartphone Case,24.99,4,WELCOME20,Winnipeg,20,Manitoba,834678,215,79.97
TXN00148,2024-05-04,CUST0117,Smartphone Case,24.25,4,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,240,97.0
TXN00149,2024-03-10,CUST0018,Fitness Tracker,80.96,4,,Hamilton,0,Ontario,785184,295,323.84
TXN00150,2024-01-02,CUST0073,Webcam,75.26,5,SAVE10,Winnipeg,10,Manitoba,834678,363,338.67
TXN00151,2024-08-16,CUST0138,USB-C Hub,54.33,3,SAVE10,Hamilton,10,Ontario,785184,136,146.69
TXN00152,2024-08-21,CUST0083,Portable SSD,128.33,2,SAVE10,Quebec City,10,Quebec,839311,131,230.99
TXN00153,2024-07-29,CUST0012,Laptop Stand,45.53,4,SAVE15,Quebec City,15,Quebec,839311,154,154.8
TXN00154,2024-12-05,CUST0167,Portable SSD,130.99,4,,Vancouver,0,British Columbia,2642825,25,523.96
TXN00155,2024-10-29,CUST0085,Fitness Tracker,91.02,4,,Hamilton,0,Ontario,785184,62,364.08
TXN00156,2024-01-08,CUST0037,Smartphone Case,23.57,2,,Winnipeg,0,Manitoba,834678,357,47.14
TXN00157,2024-06-22,CUST0160,Webcam,74.77,1,WELCOME20,Edmonton,20,Alberta,1418118,191,59.82
TXN00158,2024-07-13,CUST0082,Fitness Tracker,86.9,4,WELCOME20,Hamilton,20,Ontario,785184,170,278.08
TXN00159,2024-11-12,CUST0018,Wireless Mouse,28.4,3,,Montreal,0,Quebec,4291732,48,85.2
TXN00160,2024-02-20,CUST0163,Portable SSD,124.37,1,SAVE5,Vancouver,5,British Columbia,2642825,314,118.15
TXN00161,2024-01-15,CUST0012,Webcam,69.47,1,,Edmonton,0,Alberta,1418118,350,69.47
TXN00162,2024-08-08,CUST0038,Noise-Cancelling Headphones,151.8,4,SAVE10,Vancouver,10,British Columbia,2642825,144,546.48
TXN00163,2024-03-30,CUST0021,USB-C Hub,55.69,4,SAVE10,Ottawa-Gatineau,10,Ontario/Quebec,1488307,275,200.48
TXN00164,2024-10-25,CUST0037,Smartphone Case,22.71,3,SAVE5,Calgary,5,Alberta,1481806,66,64.72
TXN00165,2024-08-26,CUST0074,Wireless Mouse,31.06,2,,Winnipeg,0,Manitoba,834678,126,62.12
TXN00166,2024-10-27,CUST0077,Noise-Cancelling Headphones,164.44,4,SAVE15,Calgary,15,Alberta,1481806,64,559.1
TXN00167,2024-06-03,CUST0051,Smartphone Case,26.4,4,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,210,105.6
TXN00168,2024-10-19,CUST0092,Portable SSD,121.29,3,,Quebec City,0,Quebec,839311,72,363.87
TXN00169,2024-01-05,CUST0145,Webcam,77.26,1,SAVE10,Winnipeg,10,Manitoba,834678,360,69.53
TXN00170,2024-04-27,CUST0156,Webcam,76.35,2,SAVE15,Ottawa-Gatineau,15,Ontario/Quebec,1488307,247,129.79
TXN00171,2024-05-08,CUST0174,Desk Lamp,41.99,2,SAVE15,Montreal,15,Quebec,4291732,236,71.38
TXN00172,2024-06-07,CUST0113,Wireless Mouse,27.19,3,SAVE15,Vancouver,15,British Columbia,2642825,206,69.33
TXN00173,2024-05-31,CUST0084,Mechanical Keyboard,94.44,2,,Vancouver,0,British Columbia,2642825,213,188.88
TXN00174,2024-07-06,CUST0136,Fitness Tracker,84.78,3,WELCOME20,Vancouver,20,British Columbia,2642825,177,203.47
TXN00175,2024-09-03,CUST0076,Webcam,75.55,3,WELCOME20,Montreal,20,Quebec,4291732,118,181.32
TXN00176,2024-02-08,CUST0037,Smartphone Case,25.22,2,WELCOME20,Quebec City,20,Quebec,839311,326,40.35
TXN00177,2024-07-06,CUST0024,Fitness Tracker,89.68,1,,Hamilton,0,Ontario,785184,177,89.68
TXN00178,2024-08-20,CUST0095,Mechanical Keyboard,93.1,3,SAVE10,Quebec City,10,Quebec,839311,132,251.37
TXN00179,2024-02-25,CUST0173,Noise-Cancelling Headphones,151.47,1,SAVE10,Hamilton,10,Ontario,785184,309,136.32
TXN00180,2024-11-08,CUST0057,Noise-Cancelling Headphones,164.71,4,SAVE15,Calgary,15,Alberta,1481806,52,560.01
TXN00181,2024-02-29,CUST0036,Portable SSD,108.63,1,,Winnipeg,0,Manitoba,834678,305,108.63
TXN00182,2024-02-19,CUST0061,Mechanical Keyboard,96.96,2,SAVE5,Winnipeg,5,Manitoba,834678,315,184.22
TXN00183,2024-12-09,CUST0179,Noise-Cancelling Headphones,174.26,4,SAVE10,Vancouver,10,British Columbia,2642825,21,627.34
TXN00184,2024-12-01,CUST0026,Portable SSD,127.48,5,SAVE5,Calgary,5,Alberta,1481806,29,605.53
TXN00185,2024-12-19,CUST0095,Wireless Mouse,28.29,4,,Edmonton,0,Alberta,1418118,11,113.16
TXN00186,2024-12-17,CUST0095,Mechanical Keyboard,90.79,3,,Quebec City,0,Quebec,839311,13,272.37
TXN00187,2024-04-07,CUST0032,Webcam,78.47,4,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,267,313.88
TXN00188,2024-01-11,CUST0013,Desk Lamp,42.24,2,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,354,84.48
TXN00189,2024-02-05,CUST0142,Laptop Stand,44.48,2,WELCOME20,Ottawa-Gatineau,20,Ontario/Quebec,1488307,329,71.17
TXN00190,2024-03-16,CUST0153,Noise-Cancelling Headphones,144.08,2,,Hamilton,0,Ontario,785184,289,288.16
TXN00191,2024-03-30,CUST0029,Webcam,74.32,1,,Toronto,0,Ontario,6202225,275,74.32
TXN00192,2024-05-01,CUST0151,Noise-Cancelling Headphones,154.35,2,,Toronto,0,Ontario,6202225,243,308.7
TXN00193,2024-08-03,CUST0135,USB-C Hub,50.29,1,SAVE5,Winnipeg,5,Manitoba,834678,149,47.78
TXN00194,2024-09-19,CUST0152,Noise-Cancelling Headphones,147.48,5,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,102,737.4
TXN00195,2024-12-03,CUST0134,Wireless Mouse,28.8,1,,Winnipeg,0,Manitoba,834678,27,28.8
TXN00196,2024-08-06,CUST0176,Portable SSD,110.13,4,,Montreal,0,Quebec,4291732,146,440.52
TXN00197,2024-11-07,CUST0038,Noise-Cancelling Headphones,146.09,3,SAVE10,Kitchener-Cambridge-Waterloo,10,Ontario,575847,53,394.44
TXN00198,2024-12-30,CUST0084,Fitness Tracker,82.73,5,SAVE10,Calgary,10,Alberta,1481806,0,372.28
TXN00199,2024-09-15,CUST0155,Smartphone Case,23.66,1,WELCOME20,Hamilton,20,Ontario,785184,106,18.93
TXN00200,2024-08-08,CUST0116,Laptop Stand,50.92,4,,Winnipeg,0,Manitoba,834678,144,203.68
TXN00201,2024-07-31,CUST0025,Portable SSD,115.02,3,SAVE15,Calgary,15,Alberta,1481806,152,293.3
TXN00202,2024-03-19,CUST0176,Noise-Cancelling Headphones,173.52,1,,Montreal,0,Quebec,4291732,286,173.52
TXN00203,2024-08-09,CUST0025,Mechanical Keyboard,94.39,3,WELCOME20,Vancouver,20,British Columbia,2642825,143,226.54
TXN00204,2024-01-31,CUST0151,Fitness Tracker,92.49,5,,Montreal,0,Quebec,4291732,334,462.45
TXN00205,2024-06-30,CUST0171,Portable SSD,130.04,4,WELCOME20,Toronto,20,Ontario,6202225,183,416.13
TXN00206,2024-11-03,CUST0080,Webcam,69.86,5,SAVE10,Ottawa-Gatineau,10,Ontario/Quebec,1488307,57,314.37
TXN00207,2024-12-02,CUST0124,USB-C Hub,51.49,1,,Hamilton,0,Ontario,785184,28,51.49
TXN00208,2024-02-28,CUST0072,Noise-Cancelling Headphones,162.36,4,WELCOME20,Hamilton,20,Ontario,785184,306,519.55
TXN00209,2024-11-10,CUST0173,Desk Lamp,41.09,1,SAVE10,Calgary,10,Alberta,1481806,50,36.98
TXN00210,2024-04-02,CUST0070,Wireless Mouse,31.21,3,,Edmonton,0,Alberta,1418118,272,93.63
TXN00211,2024-04-02,CUST0037,Wireless Mouse,30.39,4,,Vancouver,0,British Columbia,2642825,272,121.56
TXN00212,2024-02-16,CUST0136,Wireless Mouse,28.28,4,SAVE5,Edmonton,5,Alberta,1418118,318,107.46
TXN00213,2024-07-08,CUST0080,USB-C Hub,56.92,5,SAVE10,Montreal,10,Quebec,4291732,175,256.14
TXN00214,2024-03-20,CUST0041,Wireless Mouse,31.52,1,SAVE15,Montreal,15,Quebec,4291732,285,26.79
TXN00215,2024-08-14,CUST0170,Webcam,70.91,5,SAVE5,Quebec City,5,Quebec,839311,138,336.82
TXN00216,2024-04-20,CUST0132,Webcam,66.44,4,,Calgary,0,Alberta,1481806,254,265.76
TXN00217,2024-09-06,CUST0135,Desk Lamp,41.29,1,,Quebec City,0,Quebec,839311,115,41.29
TXN00218,2024-01-29,CUST0002,Desk Lamp,37.59,2,WELCOME20,Vancouver,20,British Columbia,2642825,336,60.14
TXN00219,2024-05-28,CUST0084,Webcam,66.53,4,SAVE15,Quebec City,15,Quebec,839311,216,226.2
TXN00220,2024-03-07,CUST0098,USB-C Hub,54.86,2,SAVE10,Hamilton,10,Ontario,785184,298,98.75
TXN00221,2024-02-06,CUST0102,Noise-Cancelling Headphones,171.57,1,SAVE5,Toronto,5,Ontario,6202225,328,162.99
TXN00222,2024-02-09,CUST0081,Smartphone Case,24.36,5,SAVE5,Quebec City,5,Quebec,839311,325,115.71
TXN00223,2024-02-28,CUST0104,Webcam,65.1,3,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,306,195.3
TXN00224,2024-12-19,CUST0093,Smartphone Case,22.02,1,,Quebec City,0,Quebec,839311,11,22.02
TXN00225,2024-07-24,CUST0135,Desk Lamp,36.58,3,SAVE15,Edmonton,15,Alberta,1418118,159,93.28
TXN00226,2024-06-19,CUST0044,Laptop Stand,43.25,1,SAVE10,Hamilton,10,Ontario,785184,194,38.93
TXN00227,2024-06-27,CUST0090,Laptop Stand,49.4,2,,Montreal,0,Quebec,4291732,186,98.8
TXN00228,2024-05-11,CUST0051,USB-C Hub,50.94,2,WELCOME20,Montreal,20,Quebec,4291732,233,81.5
TXN00229,2024-11-17,CUST0127,USB-C Hub,54.11,5,WELCOME20,Kitchener-Cambridge-Waterloo,20,Ontario,575847,43,216.44
