transaction_id,date,customer_id,product,price,quantity,coupon_code,shipping_city
TXN00096,2024-01-10,CUST0139,Smartphone Case,21.85,3,,Montreal
TXN00097,2024-01-16,CUST0064,Wireless Mouse,28.19,1,SAVE10,Vancouver
TXN00098,2024-03-05,CUST0122,Laptop Stand,48.85,5,,Winnipeg
TXN00099,2024-07-07,CUST0043,Webcam,73.52,1,WELCOME20,Vancouver
TXN00100,2024-02-25,CUST0149,Webcam,65.17,3,SAVE10,Quebec City
TXN00101,2024-04-11,CUST0020,Portable SSD,121.7,2,,Calgary
TXN00102,2024-03-02,CUST0145,Desk Lamp,42.21,3,SAVE10,Quebec City
TXN00103,2024-02-05,CUST0130,Noise-Cancelling Headphones,164.71,1,WELCOME20,Quebec City
TXN00104,2024-02-24,CUST0111,Smartphone Case,26.21,4,SAVE15,Vancouver
TXN00105,2024-03-31,CUST0134,Portable SSD,130.62,3,SAVE10,Hamilton
TXN00106,2024-08-26,CUST0112,Smartphone Case,25.56,5,,Edmonton
TXN00107,2024-02-14,CUST0072,Laptop Stand,50.86,2,WELCOME20,Winnipeg
TXN00108,2024-11-08,CUST0172,Desk Lamp,38.98,1,SAVE5,Edmonton
TXN00109,2024-09-06,CUST0055,USB-C Hub,52.92,3,,Calgary
TXN00110,2024-12-25,CUST0071,Desk Lamp,40.4,5,,Montreal
TXN00111,2024-07-27,CUST0126,Laptop Stand,47.77,2,SAVE15,Winnipeg
TXN00112,2024-08-17,CUST0005,Smartphone Case,22.05,2,SAVE5,Ottawa-Gatineau
TXN00113,2024-12-05,CUST0149,Webcam,70.11,5,SAVE10,Edmonton
TXN00114,2024-10-08,CUST0085,Portable SSD,115.96,4,,Calgary
TXN00115,2024-04-28,CUST0031,Webcam,75.19,3,,Hamilton
TXN00116,2024-04-08,CUST0056,USB-C Hub,57.1,3,SAVE15,Kitchener-Cambridge-Waterloo
TXN00117,2024-11-01,CUST0073,Fitness Tracker,92.89,2,,Ottawa-Gatineau
TXN00118,2024-04-01,CUST0078,Noise-Cancelling Headphones,144.44,5,,Calgary
TXN00119,2024-01-28,CUST0142,Wireless Mouse,28.74,2,SAVE15,Winnipeg
TXN00120,2024-01-07,CUST0147,Mechanical Keyboard,86.11,4,SAVE5,Edmonton
TXN00120,2024-01-07,CUST0147,Mechanical Keyboard,86.11,4,SAVE5,Edmonton
TXN00122,2024-09-08,CUST0019,Portable SSD,121.34,1,,Vancouver
TXN00123,2024-06-04,CUST0022,Desk Lamp,43.9,1,SAVE10,Quebec City
TXN00124,2024-11-01,CUST0159,Desk Lamp,37.76,5,SAVE5,Winnipeg
TXN00125,2024-06-01,CUST0151,Smartphone Case,26.35,3,SAVE10,Kitchener-Cambridge-Waterloo
TXN00126,2024-11-08,CUST0026,Wireless Mouse,32.67,2,SAVE15,Ottawa-Gatineau
TXN00127,2024-12-04,CUST0021,Webcam,67.06,2,SAVE10,Montreal
TXN00128,2024-01-02,CUST0105,USB-C Hub,53.96,5,SAVE5,Calgary
TXN00129,2024-04-28,CUST0074,Wireless Mouse,31.23,4,,Ottawa-Gatineau
TXN00130,2024-11-16,CUST0151,Webcam,74.32,2,SAVE5,Montreal
TXN00131,2024-04-25,CUST0166,Fitness Tracker,78.8,3,WELCOME20,Vancouver
TXN00132,2024-01-31,CUST0043,Mechanical Keyboard,95.26,5,SAVE15,Kitchener-Cambridge-Waterloo
TXN00133,2024-08-12,CUST0032,Webcam,71.55,3,SAVE15,Quebec City
TXN00134,2024-09-13,CUST0139,Webcam,71.91,1,SAVE10,Toronto
TXN00135,2024-06-14,CUST0155,Portable SSD,113.53,1,,Kitchener-Cambridge-Waterloo
TXN00136,2024-01-11,CUST0173,Desk Lamp,42.52,5,,Vancouver
TXN00137,2024-09-22,CUST0167,Smartphone Case,23.72,3,,Kitchener-Cambridge-Waterloo
TXN00138,2024-11-21,CUST0126,Portable SSD,130.71,4,,Quebec City
TXN00139,2024-06-13,CUST0172,Noise-Cancelling Headphones,147.34,2,,Quebec City
TXN00140,2024-05-27,CUST0170,Smartphone Case,26.14,5,,Winnipeg
TXN00141,2024-06-10,CUST0065,Mechanical Keyboard,86.81,4,WELCOME20,Hamilton
TXN00142,2024-12-02,CUST0139,Wireless Mouse,29.76,1,,Hamilton
TXN00143,2024-11-14,CUST0128,Noise-Cancelling Headphones,164.0,1,,Calgary
TXN00144,2024-03-08,CUST0074,Fitness Tracker,83.7,4,,Toronto
TXN00145,2024-05-02,CUST0041,Desk Lamp,38.44,1,SAVE10,Quebec City
TXN00146,2024-04-25,CUST0030,Mechanical Keyboard,89.3,1,SAVE15,Vancouver
TXN00147,2024-05-29,CUST0131,Smartphone Case,24.99,4,WELCOME20,Winnipeg
TXN00148,2024-05-04,CUST0117,Smartphone Case,24.25,4,,Kitchener-Cambridge-Waterloo
TXN00149,2024-03-10,CUST0018,Fitness Tracker,80.96,4,,Hamilton
TXN00150,2024-01-02,CUST0073,Webcam,75.26,5,SAVE10,Winnipeg
TXN00151,2024-08-16,CUST0138,USB-C Hub,54.33,3,SAVE10,Hamilton
TXN00152,2024-08-21,CUST0083,Portable SSD,128.33,2,SAVE10,Quebec City
TXN00153,2024-07-29,CUST0012,Laptop Stand,45.53,4,SAVE15,Quebec City
TXN00154,2024-12-05,CUST0167,Portable SSD,130.99,4,,Vancouver
TXN00155,2024-10-29,CUST0085,Fitness Tracker,91.02,4,,Hamilton
TXN00156,2024-01-08,CUST0037,Smartphone Case,23.57,2,,Winnipeg
TXN00157,2024-06-22,CUST0160,Webcam,74.77,1,WELCOME20,Edmonton
TXN00158,2024-07-13,CUST0082,Fitness Tracker,86.9,4,WELCOME20,Hamilton
TXN00159,2024-11-12,CUST0018,Wireless Mouse,28.4,3,,Montreal
TXN00160,2024-02-20,CUST0163,Portable SSD,124.37,1,SAVE5,Vancouver
TXN00161,2024-01-15,CUST0012,Webcam,69.47,1,,Edmonton
TXN00162,2024-08-08,CUST0038,Noise-Cancelling Headphones,151.8,4,SAVE10,Vancouver
TXN00163,2024-03-30,CUST0021,USB-C Hub,55.69,4,SAVE10,Ottawa-Gatineau
TXN00164,2024-10-25,CUST0037,Smartphone Case,22.71,3,SAVE5,Calgary
TXN00165,2024-08-26,CUST0074,Wireless Mouse,31.06,2,,Winnipeg
TXN00166,2024-10-27,CUST0077,Noise-Cancelling Headphones,164.44,4,SAVE15,Calgary
TXN00167,2024-06-03,CUST0051,Smartphone Case,26.4,4,,Ottawa-Gatineau
TXN00168,2024-10-19,CUST0092,Portable SSD,121.29,3,,Quebec City
TXN00169,2024-01-05,CUST0145,Webcam,77.26,1,SAVE10,Winnipeg
TXN00170,2024-04-27,CUST0156,Webcam,76.35,2,SAVE15,Ottawa-Gatineau
TXN00171,2024-05-08,CUST0174,Desk Lamp,41.99,2,SAVE15,Montreal
TXN00172,2024-06-07,CUST0113,Wireless Mouse,27.19,3,SAVE15,Vancouver
TXN00173,2024-05-31,CUST0084,Mechanical Keyboard,94.44,2,,Vancouver
TXN00174,2024-07-06,CUST0136,Fitness Tracker,84.78,3,WELCOME20,Vancouver
TXN00175,2024-09-03,CUST0076,Webcam,75.55,3,WELCOME20,Montreal
TXN00176,2024-02-08,CUST0037,Smartphone Case,25.22,2,WELCOME20,Quebec City
TXN00177,2024-07-06,CUST0024,Fitness Tracker,89.68,1,,Hamilton
TXN00178,2024-08-20,CUST0095,Mechanical Keyboard,93.1,3,SAVE10,Quebec City
TXN00179,2024-02-25,CUST0173,Noise-Cancelling Headphones,151.47,1,SAVE10,Hamilton
TXN00180,2024-11-08,CUST0057,Noise-Cancelling Headphones,164.71,4,SAVE15,Calgary
TXN00181,2024-02-29,CUST0036,Portable SSD,108.63,1,,Winnipeg
TXN00182,2024-02-19,CUST0061,Mechanical Keyboard,96.96,2,SAVE5,Winnipeg
TXN00183,2024-12-09,CUST0179,Noise-Cancelling Headphones,174.26,4,SAVE10,Vancouver
TXN00184,2024-12-01,CUST0026,Portable SSD,127.48,5,SAVE5,Calgary
TXN00185,2024-12-19,CUST0095,Wireless Mouse,28.29,4,,Edmonton
TXN00186,2024-12-17,CUST0095,Mechanical Keyboard,90.79,3,,Quebec City
TXN00187,2024-04-07,CUST0032,Webcam,78.47,4,,Ottawa-Gatineau
TXN00188,2024-01-11,CUST0013,Desk Lamp,42.24,2,,Kitchener-Cambridge-Waterloo
TXN00189,2024-02-05,CUST0142,Laptop Stand,44.48,2,WELCOME20,Ottawa-Gatineau
TXN00190,2024-03-16,CUST0153,Noise-Cancelling Headphones,144.08,2,,Hamilton
TXN00191,2024-03-30,CUST0029,Webcam,74.32,1,,Toronto
TXN00192,2024-05-01,CUST0151,Noise-Cancelling Headphones,154.35,2,,Toronto
TXN00193,2024-08-03,CUST0135,USB-C Hub,50.29,1,SAVE5,Winnipeg
TXN00194,2024-09-19,CUST0152,Noise-Cancelling Headphones,147.48,5,,Kitchener-Cambridge-Waterloo
TXN00195,2024-12-03,CUST0134,Wireless Mouse,28.8,1,,Winnipeg
TXN00196,2024-08-06,CUST0176,Portable SSD,110.13,4,,Montreal
TXN00197,2024-11-07,CUST0038,Noise-Cancelling Headphones,146.09,3,SAVE10,Kitchener-Cambridge-Waterloo
TXN00198,2024-12-30,CUST0084,Fitness Tracker,82.73,5,SAVE10,Calgary
TXN00199,2024-09-15,CUST0155,Smartphone Case,23.66,1,WELCOME20,Hamilton
TXN00200,2024-08-08,CUST0116,Laptop Stand,50.92,4,,Winnipeg
TXN00201,2024-07-31,CUST0025,Portable SSD,115.02,3,SAVE15,Calgary
TXN00202,2024-03-19,CUST0176,Noise-Cancelling Headphones,173.52,1,,Montreal
TXN00203,2024-08-09,CUST0025,Mechanical Keyboard,94.39,3,WELCOME20,Vancouver
TXN00204,2024-01-31,CUST0151,Fitness Tracker,92.49,5,,Montreal
TXN00205,2024-06-30,CUST0171,Portable SSD,130.04,4,WELCOME20,Toronto
TXN00206,2024-11-03,CUST0080,Webcam,69.86,5,SAVE10,Ottawa-Gatineau
TXN00207,2024-12-02,CUST0124,USB-C Hub,51.49,1,,Hamilton
TXN00208,2024-02-28,CUST0072,Noise-Cancelling Headphones,162.36,4,WELCOME20,Hamilton
TXN00209,2024-11-10,CUST0173,Desk Lamp,41.09,1,SAVE10,Calgary
TXN00210,2024-04-02,CUST0070,Wireless Mouse,31.21,3,,Edmonton
TXN00211,2024-04-02,CUST0037,Wireless Mouse,30.39,4,,Vancouver
TXN00212,2024-02-16,CUST0136,Wireless Mouse,28.28,4,SAVE5,Edmonton
TXN00213,2024-07-08,CUST0080,USB-C Hub,56.92,5,SAVE10,Montreal
TXN00214,2024-03-20,CUST0041,Wireless Mouse,31.52,1,SAVE15,Montreal
TXN00215,2024-08-14,CUST0170,Webcam,70.91,5,SAVE5,Quebec City
TXN00216,2024-04-20,CUST0132,Webcam,66.44,4,,Calgary
TXN00217,2024-09-06,CUST0135,Desk Lamp,41.29,1,,Quebec City
TXN00218,2024-01-29,CUST0002,Desk Lamp,37.59,2,WELCOME20,Vancouver
TXN00219,2024-05-28,CUST0084,Webcam,66.53,4,SAVE15,Quebec City
TXN00220,2024-03-07,CUST0098,USB-C Hub,54.86,2,SAVE10,Hamilton
TXN00221,2024-02-06,CUST0102,Noise-Cancelling Headphones,171.57,1,SAVE5,Toronto
TXN00222,2024-02-09,CUST0081,Smartphone Case,24.36,5,SAVE5,Quebec City
TXN00223,2024-02-28,CUST0104,Webcam,65.1,3,,Kitchener-Cambridge-Waterloo
TXN00224,2024-12-19,CUST0093,Smartphone Case,22.02,1,,Quebec City
TXN00225,2024-07-24,CUST0135,Desk Lamp,36.58,3,SAVE15,Edmonton
TXN00226,2024-06-19,CUST0044,Laptop Stand,43.25,1,SAVE10,Hamilton
TXN00227,2024-06-27,CUST0090,Laptop Stand,49.4,2,,Montreal
TXN00228,2024-05-11,CUST0051,USB-C Hub,50.94,2,WELCOME20,Montreal
TXN00229,2024-11-17,CUST0127,USB-C Hub,54.11,5,WELCOME20,Kitchener-Cambridge-Waterloo
TXN00230,2024-12-14,CUST0145,Smartphone Case,24.69,5,,Edmonton
TXN00231,2024-08-13,CUST0018,USB-C Hub,54.16,3,WELCOME20,Calgary
TXN00232,2024-01-29,CUST0091,Desk Lamp,40.01,3,SAVE5,Winnipeg
TXN00233,2024-01-30,CUST0095,Wireless Mouse,31.98,1,SAVE15,Montreal
TXN00234,2024-10-31,CUST0130,Desk Lamp,39.03,5,SAVE10,Toronto
TXN00235,2024-10-19,CUST0167,Smartphone Case,22.5,5,SAVE5,Hamilton
TXN00236,2024-02-01,CUST0116,USB-C Hub,50.18,3,SAVE15,Montreal
TXN00237,2024-11-26,CUST0045,Fitness Tracker,76.94,4,SAVE5,Hamilton
TXN00238,2024-11-08,CUST0041,Fitness Tracker,82.44,3,SAVE5,Quebec City
TXN00239,2024-12-13,CUST0154,Noise-Cancelling Headphones,145.67,3,,Edmonton
TXN00240,2024-10-12,CUST0174,Mechanical Keyboard,87.95,3,SAVE15,Kitchener-Cambridge-Waterloo
TXN00241,2024-06-19,CUST0021,USB-C Hub,55.4,2,,Calgary
TXN00242,2024-03-07,CUST0153,Portable SSD,124.49,1,,Hamilton
TXN00243,2024-11-25,CUST0085,Portable SSD,126.99,5,,Quebec City
TXN00244,2024-07-04,CUST0005,Fitness Tracker,82.42,2,,Edmonton
TXN00245,2024-04-08,CUST0058,Smartphone Case,26.4,2,,Calgary
TXN00246,2024-09-16,CUST0139,Mechanical Keyboard,96.02,5,,Edmonton
TXN00247,2024-03-08,CUST0153,Desk Lamp,38.96,2,,Kitchener-Cambridge-Waterloo
TXN00248,2024-08-12,CUST0012,USB-C Hub,53.53,2,SAVE5,Kitchener-Cambridge-Waterloo
TXN00249,2024-08-17,CUST0060,Webcam,72.49,3,WELCOME20,Winnipeg
TXN00250,2024-07-07,CUST0174,Laptop Stand,51.48,4,SAVE5,Calgary
TXN00251,2024-09-14,CUST0136,Portable SSD,117.56,2,WELCOME20,Ottawa-Gatineau
TXN00252,2024-03-11,CUST0065,Desk Lamp,36.37,4,WELCOME20,Edmonton
TXN00253,2024-02-22,CUST0133,Fitness Tracker,90.7,3,,Vancouver
TXN00254,2024-08-18,CUST0132,Webcam,66.92,4,,Ottawa-Gatineau
TXN00255,2024-06-27,CUST0007,Smartphone Case,23.59,4,SAVE10,Edmonton
TXN00256,2024-07-16,CUST0021,Laptop Stand,46.07,1,,Montreal
TXN00257,2024-03-15,CUST0036,Noise-Cancelling Headphones,145.22,4,SAVE15,Vancouver
TXN00258,2024-08-17,CUST0158,Smartphone Case,21.63,1,,Calgary
TXN00259,2024-03-17,CUST0141,Laptop Stand,51.41,5,SAVE10,Quebec City
TXN00260,2024-05-27,CUST0061,Mechanical Keyboard,86.41,1,,Quebec City
TXN00261,2024-08-22,CUST0017,Desk Lamp,36.84,4,SAVE10,Hamilton
TXN00262,2024-11-19,CUST0132,Wireless Mouse,30.44,2,,Quebec City
TXN00263,2024-11-10,CUST0091,Wireless Mouse,28.43,4,,Montreal
TXN00264,2024-07-03,CUST0018,Fitness Tracker,92.44,5,SAVE10,Hamilton
TXN00265,2024-01-11,CUST0100,Fitness Tracker,91.08,1,SAVE15,Quebec City
TXN00266,2024-05-09,CUST0005,Noise-Cancelling Headphones,155.42,1,,Ottawa-Gatineau
TXN00267,2024-10-24,CUST0086,Mechanical Keyboard,83.39,3,SAVE10,Edmonton
TXN00268,2024-12-16,CUST0119,USB-C Hub,59.74,4,SAVE15,Vancouver
TXN00269,2024-02-02,CUST0118,USB-C Hub,49.45,2,,Ottawa-Gatineau
TXN00270,2024-06-10,CUST0080,Wireless Mouse,30.08,5,SAVE5,Calgary
TXN00271,2024-11-27,CUST0049,Wireless Mouse,28.71,1,WELCOME20,Edmonton
TXN00272,2024-03-04,CUST0095,Webcam,71.09,4,SAVE15,Winnipeg
TXN00273,2024-06-22,CUST0048,Portable SSD,119.41,4,,Hamilton
TXN00274,2024-02-12,CUST0109,Webcam,65.94,5,WELCOME20,Vancouver
TXN00275,2024-05-30,CUST0083,Fitness Tracker,78.01,3,SAVE15,Calgary
TXN00276,2024-08-16,CUST0155,Webcam,75.13,2,SAVE15,Winnipeg
TXN00277,2024-08-16,CUST0011,Noise-Cancelling Headphones,167.25,3,SAVE10,Quebec City
TXN00278,2024-11-23,CUST0015,Webcam,65.88,4,,Hamilton
TXN00279,2024-01-16,CUST0037,USB-C Hub,58.3,4,,Vancouver
TXN00280,2024-04-30,CUST0166,Mechanical Keyboard,87.58,4,SAVE10,Toronto
TXN00281,2024-03-19,CUST0174,Desk Lamp,39.55,3,,Winnipeg
TXN00282,2024-10-20,CUST0036,Mechanical Keyboard,90.52,4,,Calgary
TXN00283,2024-02-28,CUST0007,Laptop Stand,49.48,4,SAVE10,Quebec City
TXN00284,2024-03-01,CUST0068,Fitness Tracker,89.41,4,,Kitchener-Cambridge-Waterloo
TXN00285,2024-12-21,CUST0126,Webcam,67.68,2,WELCOME20,Montreal
TXN00286,2024-03-29,CUST0114,Smartphone Case,26.39,3,SAVE15,Edmonton
TXN00287,2024-10-08,CUST0139,Mechanical Keyboard,86.22,3,WELCOME20,Vancouver
TXN00288,2024-07-04,CUST0131,USB-C Hub,51.49,2,WELCOME20,Vancouver
TXN00289,2024-09-09,CUST0007,Laptop Stand,45.94,5,,Winnipeg
TXN00290,2024-03-07,CUST0157,Fitness Tracker,91.26,1,,Quebec City
TXN00291,2024-09-26,CUST0106,Smartphone Case,25.29,5,,Vancouver
TXN00292,2024-11-24,CUST0019,Noise-Cancelling Headphones,158.39,5,,Vancouver
TXN00293,2024-11-23,CUST0151,Fitness Tracker,79.36,2,SAVE5,Hamilton
TXN00294,2024-03-04,CUST0133,Wireless Mouse,27.91,2,,Edmonton
TXN00295,2024-06-26,CUST0133,Laptop Stand,50.98,1,,Ottawa-Gatineau
TXN00296,2024-05-20,CUST0033,Fitness Tracker,86.87,5,SAVE10,Montreal
TXN00297,2024-11-24,CUST0044,Fitness Tracker,86.31,5,,Vancouver
TXN00298,2024-11-05,CUST0087,Desk Lamp,42.69,5,,Toronto
TXN00299,2024-01-24,CUST0165,Mechanical Keyboard,94.87,3,SAVE15,Ottawa-Gatineau
TXN00300,2024-08-01,CUST0159,Desk Lamp,41.06,4,SAVE15,Hamilton
TXN00301,2024-11-24,CUST0078,Webcam,71.75,4,,Winnipeg
TXN00302,2024-12-18,CUST0016,Mechanical Keyboard,83.84,4,SAVE5,Winnipeg
TXN00303,2024-06-23,CUST0156,Laptop Stand,43.88,3,SAVE15,Edmonton
TXN00304,2024-03-07,CUST0095,Portable SSD,119.86,1,,Ottawa-Gatineau
TXN00305,2024-03-03,CUST0069,Smartphone Case,23.76,2,,Toronto
TXN00306,2024-07-15,CUST0158,Webcam,70.82,2,WELCOME20,Edmonton
TXN00307,2024-06-09,CUST0049,Desk Lamp,42.05,4,SAVE10,Winnipeg
TXN00308,2024-06-06,CUST0128,Smartphone Case,21.71,4,SAVE10,Winnipeg
TXN00309,2024-04-20,CUST0150,Laptop Stand,45.86,1,,Winnipeg
TXN00310,2024-11-30,CUST0173,Desk Lamp,39.71,5,,Montreal
TXN00311,2024-03-09,CUST0068,Portable SSD,124.94,4,,Toronto
TXN00312,2024-01-27,CUST0146,Portable SSD,120.98,3,SAVE10,Calgary
